TEMP,TNMFRC,PERMANENT_,SOURCE_FEA,SOURCE_DAT,SOURCE_D00,SOURCE_ORI,LOADDATE,INTERSTATE,INTERSTA00,INTERSTA01,INTERSTA02,US_ROUTE,US_ROUTE_A,US_ROUTE_B,US_ROUTE_C,STATE_ROUT,STATE_RO00,STATE_RO01,STATE_RO02,COUNTY_ROU,FEDERAL_LA,STCO_FIPSC,FULL_STREE,MTFCC_CODE,SHAPE_LENG
836319,4,92bc0ead-9463-494e-afae-095912252362,110686356838,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114649,,,,,,,,,,,,,,,48113,Gorman Dr,S1400,0.000356486799368404
836320,4,4c4ad706-6914-4da5-892e-8c590ee74be4,110686405156,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208120640,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.00463000948660918
836321,4,6010b5a2-79ff-4bd1-8679-861b6ee93200,110686391226,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111804,,,,,,,,,,,,,,,48113,E Northgate Dr,S1400,0.000173999999731222
922943,4,2d067db3-ed3d-43d4-bb9a-adb5ca0e1641,110686356838,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114649,,,,,,,,,,,,,,,48113,Gorman Dr,S1400,0.00200318608829397
922944,4,70d62d47-054a-4d40-a9dc-4030eb85991c,110686405158,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111136,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.00535140729724622
922945,4,c15d7757-4a74-41fd-b0e1-62ea5cfa7f30,110686405107,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208122431,,,,,,,,,,,,,,,48113,Texas Plaza Dr,S1400,0.000574511965956569
922946,4,1533f617-bd70-40d1-90f3-bb43d3fcc820,110686400721,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208121819,,,,,,,,,,,,,,,48113,University Ave,S1400,0.000161310259820996
922947,1,c200a655-5781-4ff9-8cf9-b4b55791d497,110686411539,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208123229,,,,,,,,,114,,,,,,48113,E John W Carpenter Fwy,S1100,0.00438414800315734
922948,4,02f328bf-18b4-4c11-b10e-de808fb1388a,110686405156,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208120640,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.00245912842648443
922949,4,f99bf78d-2147-499c-b1f2-22940874710d,110686405158,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111136,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.00264569213012745
922951,1,2ab73b5a-f597-405f-b912-6618c86882bf,110686411539,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208123229,,,,,,,,,114,,,,,,48113,E John W Carpenter Fwy,S1100,0.000512140604882515
922952,4,ab064099-f44e-46e4-bb14-eb75c32a52e7,110686410432,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208133159,,,,,,,,,,,,,,,48113,E John Carpenter Fwy,S1640,0.000518834269477511
1009075,4,9f8de881-42b0-4619-a724-c76219d0aa89,110686383150,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134014,,,,,,,,,,,,,,,48113,Rochelle Blvd,S1400,0.000734998497987731
1009076,4,07f82706-ae81-4836-8005-039ba2d76e57,110686351860,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208112204,,,,,,,,,,,,,,,48113,Balboa St,S1400,0.00111855811242009
1009077,4,319be79d-057e-4919-bb84-bd75cd349913,110686402742,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208133608,,,,,,,,,,,,,,,48113,Guadalajara Cir,S1400,0.00478517323100912
1009078,4,ecd5a074-6eb1-46eb-a061-20e7d5be5b5a,110686391227,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208115634,,,,,,,,,,,,,,,48113,E Northgate Dr,S1400,0.00558496380548103
1009286,4,d5a4dad1-3164-40b2-840b-b48949f9f361,110686373597,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208131819,,,,,,,,,,,,,,,48113,Science Dr,S1400,0.000200009999472398
1009287,4,c46d5377-a262-4290-b67f-d71a4173d5d5,110686402170,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208112655,,,,,,,,,,,,,,,48113,Constantine,S1400,0.00122585733210435
1009288,4,872b86ee-38d0-40f1-a566-b4adec1d8932,110686405159,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208135019,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.00357312185587083
1009289,4,1ef09fe6-9de9-4c31-9727-874eeb72e991,110686409993,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208140713,,,,,,,,,,,,,,,48113,N Walton Walker Svc Rd E,S1400,0.000608402477179449
1009290,1,21f0f63b-7909-47c0-9ee4-cc3d6a4b33b3,110686412143,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134550,,,,,,,,,114,,,,,,48113,W Johnson W Carpenter Fwy,S1100,0.00448551516475498
1096120,4,9a3cf5f8-a029-4354-8175-0548b8a2c063,110686391227,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208115634,,,,,,,,,,,,,,,48113,E Northgate Dr,S1400,0.00666479826974681
1096121,4,9ffeda53-bf61-4956-b565-e3c6091c5d61,110686391226,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111804,,,,,,,,,,,,,,,48113,E Northgate Dr,S1400,0.00238873335695268
1096122,5,d504b83f-7a4c-432a-873b-12ce6bdab3c7,110686459193,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208124905,,,,,,,,,,,,,,,48113,,S1630,0.00199235168636386
1096123,1,21feb76b-b194-4a60-b667-8b80a6e0eee9,110686412143,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134550,,,,,,,,,114,,,,,,48113,W Johnson W Carpenter Fwy,S1100,0.00240337515744742
1096371,4,c5a146bf-f7b8-4a5b-abcd-814c915c5a50,110686405106,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208133940,,,,,,,,,,,,,,,48113,Texas Plaza Dr,S1400,0.000306992808518072
1096372,4,b6ebd8ce-d132-47a5-939c-97e1f25af4e7,110686405156,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208120640,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.00139207039836813
1096374,4,9cfc3e0e-24bd-47cc-9d2c-57313e5bf791,110686410432,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208133159,,,,,,,,,,,,,,,48113,E John Carpenter Fwy,S1640,0.000258801081542227
1183260,4,4627a082-16d4-40c3-b4c6-eab82da782aa,110686356838,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114649,,,,,,,,,,,,,,,48113,Gorman Dr,S1400,0.00285585549663647
1183261,1,81167949-8b46-4e4f-b7f1-aeb71bc5bf2b,110686412143,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134550,,,,,,,,,114,,,,,,48113,W Johnson W Carpenter Fwy,S1100,0.00434730436743622
1183264,1,105a329c-f8ad-4019-b51b-74fe76bfeed7,110686411539,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208123229,,,,,,,,,114,,,,,,48113,E John W Carpenter Fwy,S1100,0.00417486689557617
1270176,4,946d5590-92fd-4778-b742-38a798248f76,110686370611,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111100,,,,,,,,,,,,,,,48113,Kendall Ln,S1740,0.00297535982673724
1270394,4,98f94d99-3aee-4c84-b4d5-266e7e18168c,110686391226,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111804,,,,,,,,,,,,,,,48113,E Northgate Dr,S1400,0.00363623206053132
1270396,1,af862f7e-9cbd-4c3f-83b2-e8d0129c96fb,110686412143,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134550,,,,,,,,,114,,,,,,48113,W Johnson W Carpenter Fwy,S1100,0.000216570717694773
1270399,5,351695d8-3fd9-4d47-9071-628002dbc9f2,1105317260653,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208113804,,,,,,,,,,,,,,,48113,,S1630,0.00436114915708469
1270400,1,b3d42f02-eaa2-492d-97cc-a91c1203e7cb,1104487292195,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208124827,,,,,,,,,12,,,,,,48113,N Walton Walker Blvd,S1100,0.000368228189512692
1356822,4,7330e60a-0e68-4049-b117-0706363b6822,110686383150,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134014,,,,,,,,,,,,,,,48113,Rochelle Blvd,S1400,0.000837424948948411
1356823,4,7b131427-7358-466e-9e4b-8f17fdd7e043,110686391226,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111804,,,,,,,,,,,,,,,48113,E Northgate Dr,S1400,0.00551479232182641
1357073,5,4d45578d-c517-488e-b9b1-4d2f5dd0d4c6,1105317260661,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134700,,,,,,,,,,,,,,,48113,,S1630,0.000450016114911544
1357074,1,fec42085-09cc-42f4-b498-3d7700fadf18,110686411539,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208123229,,,,,,,,,114,,,,,,48113,E John W Carpenter Fwy,S1100,0.000308779856407565
1357075,5,aa091e67-6160-4028-b4f6-ba71ddffdb58,1105317260641,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114613,,,,,,,,,,,,,,,48113,,S1630,0.000352930587548756
1357076,4,2c7f8c98-74e3-4cea-a808-c555a4954f07,110686405156,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208120640,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.0025409999960857
1357077,4,b3e17aa6-8449-41a2-af88-414d24a64002,110686405106,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208133940,,,,,,,,,,,,,,,48113,Texas Plaza Dr,S1400,0.0022054985791613
1357078,5,a68a7f6b-db08-489a-9400-f9ef196f232b,1105317260641,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114613,,,,,,,,,,,,,,,48113,,S1630,0.000448091714730573
1357079,5,ca92df51-137c-458e-b1ec-16d270249e17,1105317260653,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208113804,,,,,,,,,,,,,,,48113,,S1630,0.00019616319704127
1444271,4,46a001d1-8301-4798-87e0-f92a359ebc4a,110686383150,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134014,,,,,,,,,,,,,,,48113,Rochelle Blvd,S1400,0.00317948634646386
1444273,4,ab045017-27ae-45b4-baba-8709c94a5c7d,110686411385,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208123731,,,,,,,,,,,,,,,48113,University Park Ln,S1740,0.00149091929888706
1444274,4,2acc1c27-338b-43cf-a5b0-86de7288c688,110686410432,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208133159,,,,,,,,,,,,,,,48113,E John Carpenter Fwy,S1640,0.00441716177703032
1444275,4,98821d23-92f8-4053-85a4-b1b3c3b550f6,110686346530,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111734,,,,,,,,,,,,,,,48113,Namur,S1400,0.00562906857317571
1444502,4,970e1b2f-b7ad-466a-9046-ac5196bd88fc,110686463074,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208130033,,,,,,,,,,,,,,,48113,,S1400,0.000196010203525889
1444503,4,62001dba-1a64-47fd-a374-38b7209a1e57,110686411543,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208121039,,,,,,,,,,,,,,,48113,E John W Carpenter Fwy,S1640,0.000500612130366095
1444504,4,8b645416-ea0b-42ad-a61b-9cf66a48b5ed,110686405108,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208123615,,,,,,,,,,,,,,,48113,Texas Plaza Dr,S1400,0.000410360659749323
1444505,4,c494e057-935f-4032-8780-e22848e4eec6,110686391227,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208115634,,,,,,,,,,,,,,,48113,E Northgate Dr,S1400,0.000201248602198609
1444506,4,54a93f11-f8c4-43a1-a03c-a53be26fd9b3,110686405158,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111136,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.000142004201418498
1444507,5,eda2a906-c39d-46e8-8439-22bba5e38d04,1105317260641,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114613,,,,,,,,,,,,,,,48113,,S1630,0.00272748584554165
1531367,4,cb7c50fd-9c70-4af0-9dd5-a3774e7466c0,110686368521,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208132308,,,,,,,,,,,,,,,48113,Durango Cir N,S1400,0.00267714616023608
1531624,4,d4d55bde-ca9c-45fb-a87b-b8c7a4fbd780,110686356838,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114649,,,,,,,,,,,,,,,48113,Gorman Dr,S1400,0.00040494276033145
1531625,5,873c1a35-1906-40f1-9ace-9214c2346fb4,1105317260645,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114512,,,,,,,,,,,,,,,48113,,S1630,0.00070123319835823
1531626,5,4b244955-df95-478b-b951-ee0577678afe,1105317260650,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208121349,,,,,,,,,,,,,,,48113,,S1630,0.00104165655349741
1531627,4,7ff7c4bc-644d-44cb-816d-fc98d3b66717,110686323364,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208120234,,,,,,,,,,,,,,,48113,W Svc Rd,S1640,0.000405350464986075
1618446,4,1b13ed62-61c7-4f28-b403-0ebefc24deae,110686411385,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208123731,,,,,,,,,,,,,,,48113,University Park Ln,S1740,0.00132238988574827
1618447,4,6fc82a29-9a89-419d-adba-7ec93c68ad3b,110686370069,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208135408,,,,,,,,,,,,,,,48113,Hidalgo St,S1400,0.00049229361079273
1618687,4,93349b4c-f6db-4e37-ac12-d80b2f3eaaf2,110686410432,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208133159,,,,,,,,,,,,,,,48113,E John Carpenter Fwy,S1640,0.00581074172286962
1618688,4,d320ac05-9755-4c0e-b379-c1bb17e9c02d,110686402170,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208112655,,,,,,,,,,,,,,,48113,Constantine,S1400,0.00175833056149719
1618689,1,13af6345-ab35-479c-9adc-85da16903bf3,110686411539,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208123229,,,,,,,,,114,,,,,,48113,E John W Carpenter Fwy,S1100,0.000741027123605019
1618690,5,9cb0ab67-f632-48e8-9aac-4ca65d2af3c1,1105317260633,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134505,,,,,,,,,,,,,,,48113,,S1630,0.00461672399130461
1618691,1,490ef3c7-63fa-4a15-9801-f625282c097a,1104487292195,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208124827,,,,,,,,,12,,,,,,48113,N Walton Walker Blvd,S1100,0.000244145021755178
1618692,1,77fadc39-c8ac-47ea-b834-72262f46a8e2,110686412143,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134550,,,,,,,,,114,,,,,,48113,W Johnson W Carpenter Fwy,S1100,0.000382744039161539
1705372,4,7ca2a3c7-6090-40bf-9692-3ad75c83daa9,110686356838,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114649,,,,,,,,,,,,,,,48113,Gorman Dr,S1400,0.000315547655866241
1705373,4,a8e89237-98ca-4ab4-83b9-e7dd3eff11e5,110686379171,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208112456,,,,,,,,,,,,,,,48113,Haggerty,S1400,0.00125536584575694
1705374,5,0599c06d-cd9e-4ae3-9e06-9a5032ad02c3,1105317260657,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208133841,,,,,,,,,,,,,,,48113,,S1630,0.000341249093333931
1705375,1,7ebdf66e-18d7-442d-922b-27cc3b517f17,110686411539,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208123229,,,,,,,,,114,,,,,,48113,E John W Carpenter Fwy,S1100,0.000229511067113761
1792155,4,c7398dc0-89f3-47a8-9d39-d584049a14e5,110686383150,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134014,,,,,,,,,,,,,,,48113,Rochelle Blvd,S1400,0.00101437073930991
1792391,4,4b6258a9-2ff9-411d-a317-4b73df6e4297,110686356838,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114649,,,,,,,,,,,,,,,48113,Gorman Dr,S1400,0.000509048130545942
1792392,1,7a4d51ac-bbe3-4ba3-b71c-0a2653f63895,110686411539,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208123229,,,,,,,,,114,,,,,,48113,E John W Carpenter Fwy,S1100,0.00307423681112616
1792393,5,c349087a-a73c-4d42-a209-a8ed36e0d8a4,110686459275,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114328,,,,,,,,,,,,,,,48113,,S1630,0.00279990612040605
1792394,1,3c21e911-346c-4112-ac68-a648ad23599c,110686412143,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134550,,,,,,,,,114,,,,,,48113,W Johnson W Carpenter Fwy,S1100,0.00362096703623343
1792395,4,baf1922d-6670-4542-ad14-d011a92ac079,110686411543,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208121039,,,,,,,,,,,,,,,48113,E John W Carpenter Fwy,S1640,0.00686511662772142
1792396,4,6197a2aa-870d-4557-a3f6-e2a8995e5e97,110686405156,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208120640,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.000120999999808191
1792398,5,f2acc857-a936-4845-94b1-d45e9851f1c1,1105317260641,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114613,,,,,,,,,,,,,,,48113,,S1630,0.00199276757270355
1792399,1,45765ed8-918a-4bc0-b3f9-bfd00c54ee69,1104487292195,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208124827,,,,,,,,,12,,,,,,48113,N Walton Walker Blvd,S1100,0.000232879796973371
1792400,1,7fa85291-73de-46bc-b0b7-f8b774db0dee,110686412143,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134550,,,,,,,,,114,,,,,,48113,W Johnson W Carpenter Fwy,S1100,0.000245067337307001
1878954,4,d792bae8-60a8-4031-8612-07274075adc5,110686383361,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208115948,,,,,,,,,,,,,,,48113,San Juan Ct,S1400,0.0020713617527599
1878955,4,32484702-1658-43e8-b938-853b4c39ff49,1102500440022,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208141005,,,,,,,,,,,,,,,48113,Namur Ln,S1400,0.00634354174340239
1879191,4,c378cb71-0c4c-4872-a9e3-3eee60c7788e,110686410432,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208133159,,,,,,,,,,,,,,,48113,E John Carpenter Fwy,S1640,0.000443203113020844
